,full_name,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power
17915,hyundai creta,11.4,2017,Dealer,33000,First Owner,Petrol,Manual,13.0,1591,121.3
17916,tata sumo,3.0,2012,Individual,120000,First Owner,Diesel,Manual,15.3,2956,83.8
17917,chevrolet beat,2.25,2012,Individual,77838,First Owner,Diesel,Manual,25.44,936,57.6
17918,honda amaze,8.95,2018,Dealer,3919,First Owner,Diesel,Automatic,23.8,1498,78.9
17919,tata tiago,5.25,2017,Dealer,11300,First Owner,Petrol,Automatic,23.84,1199,83.83
17920,volkswagen polo,9.72,2018,Dealer,26193,First Owner,Petrol,Automatic,17.21,1197,103.6
17921,volkswagen vento,3.85,2013,Dealer,65000,First Owner,Diesel,Manual,20.54,1598,103.6
17922,hyundai grand,4.9,2018,Individual,25000,First Owner,Petrol,Manual,18.9,1197,81.86
17923,hyundai xcent,4.5,2017,Individual,120000,First Owner,Diesel,Manual,25.4,1186,73.97
17924,honda city,5.8,2014,Dealer,82911,First Owner,Diesel,Manual,26.0,1498,98.6
17925,honda city,3.25,2010,Dealer,65000,First Owner,Petrol,Manual,17.0,1497,118.0
17926,skoda rapid,3.75,2012,Dealer,78000,First Owner,Diesel,Manual,20.5,1598,103.5
17927,ford fiesta,5.69,2015,Individual,90000,First Owner,Diesel,Manual,25.01,1498,89.75
17928,tata harrier,15.0,2019,Individual,22000,First Owner,Diesel,Manual,17.0,1956,138.1
17929,hyundai creta,10.5,2016,Dealer,43000,First Owner,Petrol,Automatic,14.8,1591,121.3
17930,hyundai i10,2.6,2008,Dealer,78000,First Owner,Petrol,Manual,19.81,1086,68.05
17931,hyundai i20,6.6,2017,Individual,60000,First Owner,Petrol,Manual,17.19,1197,81.86
17932,hyundai i20,9.4,2019,Dealer,15500,First Owner,Diesel,Manual,22.54,1396,88.73
17933,toyota innova,6.5,2010,Individual,120000,First Owner,Diesel,Manual,12.8,2494,102.0
17934,honda amaze,4.75,2015,Dealer,37000,First Owner,Petrol,Manual,18.0,1198,86.7
17935,honda mobilio,5.75,2015,Individual,120000,First Owner,Diesel,Manual,24.2,1498,98.6
17936,volkswagen vento,3.75,2012,Individual,120000,First Owner,Diesel,Manual,20.54,1598,103.6
17937,chevrolet beat,2.25,2011,Individual,100000,First Owner,Petrol,Manual,18.6,1199,79.4
17938,honda amaze,3.75,2013,Dealer,64000,First Owner,Diesel,Manual,25.8,1498,98.6
17939,maruti swift,6.0,2019,Individual,11000,First Owner,Petrol,Manual,21.21,1197,81.8
17940,mercedesbenz cls,12.0,2013,Dealer,52000,First Owner,Diesel,Automatic,19.4,2143,204.0
17941,nissan kicks,14.5,2019,Individual,6200,First Owner,Diesel,Manual,19.39,1461,108.0
17942,tata manza,2.0,2010,Dealer,71000,First Owner,Diesel,Manual,18.8,1248,90.0
17943,toyota innova,17.0,2016,Dealer,57000,First Owner,Diesel,Automatic,13.68,2393,147.51
17944,skoda rapid,4.25,2013,Dealer,77000,First Owner,Diesel,Manual,21.14,1498,103.52
17945,audi a4,12.85,2013,Dealer,38672,First Owner,Diesel,Automatic,15.2,1968,140.8
17946,mahindra xuv500,15.75,2017,Dealer,30000,First Owner,Diesel,Manual,16.0,2179,140.0
17947,toyota innova,17.45,2016,Dealer,107000,First Owner,Diesel,Manual,13.68,2393,147.8
17948,honda civic,3.5,2008,Individual,60000,First Owner,Petrol,Manual,13.5,1799,130.0
17949,hyundai i20,2.0,2010,Individual,78500,First Owner,Diesel,Manual,23.0,1396,90.0
17950,maruti a,1.35,2010,Individual,90000,First Owner,Petrol,Manual,19.0,998,66.1
17951,ford aspire,4.3,2016,Dealer,43652,First Owner,Petrol,Manual,18.16,1196,86.8
17952,toyota innova,7.8,2012,Individual,120000,First Owner,Diesel,Manual,12.99,2494,100.0
17953,maruti swift,4.8,2014,Individual,96000,First Owner,Diesel,Manual,25.2,1248,74.0
17954,hyundai i10,2.35,2009,Dealer,70000,First Owner,Petrol,Automatic,16.95,1197,78.9
17955,volkswagen ameo,4.25,2016,Individual,23000,First Owner,Petrol,Manual,17.0,1198,73.75
17956,maruti swift,3.15,2012,Individual,126000,First Owner,Petrol,Manual,18.6,1197,85.8
17957,hyundai verna,8.0,2013,Individual,80000,First Owner,Diesel,Manual,22.32,1582,126.32
17958,bmw x1,11.5,2012,Individual,53000,First Owner,Diesel,Automatic,17.05,1995,184.0
17959,hyundai grand,3.65,2016,Dealer,33500,First Owner,Diesel,Manual,24.0,1120,70.0
17960,honda brv,8.4,2017,Dealer,30646,First Owner,Petrol,Manual,15.4,1497,117.3
17961,nissan sunny,3.5,2013,Dealer,56050,First Owner,Diesel,Manual,21.64,1461,84.8
17962,honda city,5.05,2014,Dealer,68000,First Owner,Diesel,Manual,26.0,1498,98.6
17963,tata safari,9.0,2016,Individual,66000,First Owner,Diesel,Manual,14.1,2179,153.86
17964,hyundai santro,2.0,2009,Individual,110000,First Owner,LPG,Manual,9.91,1086,62.1
17965,honda amaze,4.1,2015,Dealer,119621,First Owner,Diesel,Manual,25.8,1498,98.6
17966,mercedesbenz sclass,57.0,2015,Dealer,19500,First Owner,Diesel,Automatic,13.5,2987,254.79
17967,maruti ertiga,5.95,2014,Dealer,46000,First Owner,Petrol,Manual,19.01,1462,103.26
17968,ford freestyle,6.8,2018,Individual,30000,First Owner,Petrol,Manual,19.0,1194,94.68
17969,maruti alto,1.85,2013,Individual,35000,First Owner,Petrol,Manual,22.74,796,47.3
17970,hyundai xcent,6.2,2017,Dealer,17000,First Owner,Petrol,Automatic,17.36,1197,81.86
17971,chevrolet beat,1.95,2014,Individual,29000,First Owner,Petrol,Manual,18.6,1199,76.8
17972,maruti ciaz,6.8,2016,Individual,35000,First Owner,Diesel,Manual,28.09,1248,88.5
17973,maruti alto,3.6,2016,Dealer,28000,First Owner,Petrol,Manual,23.95,998,67.05
17974,honda city,6.2,2015,Individual,90000,First Owner,Diesel,Manual,26.0,1498,98.6
17975,mahindra xuv500,7.8,2014,Individual,90000,First Owner,Diesel,Manual,15.1,2179,140.0
17976,maruti swift,3.5,2010,Individual,36000,First Owner,Petrol,Manual,16.6,1197,85.0
17977,land rover,26.0,2013,Dealer,89000,First Owner,Diesel,Automatic,12.7,2179,187.7
17978,maruti alto,2.9,2017,Individual,50000,First Owner,Petrol,Manual,24.7,796,47.3
17979,datsun go,2.4,2016,Dealer,36583,First Owner,Petrol,Manual,20.63,1198,67.0
17980,mahindra xuv500,8.25,2012,Dealer,74000,First Owner,Diesel,Manual,15.1,2179,140.0
17981,toyota innova,12.0,2011,Individual,95000,First Owner,Diesel,Manual,12.8,2494,102.0
17982,maruti celerio,4.64,2018,Dealer,39472,First Owner,Petrol,Automatic,21.63,998,67.04
17983,honda brio,3.65,2015,Dealer,21257,First Owner,Petrol,Manual,18.5,1198,86.8
17984,hyundai eon,3.0,2018,Individual,60000,First Owner,Petrol,Manual,20.3,998,68.05
17985,maruti baleno,8.2,2017,Individual,70000,First Owner,Diesel,Manual,27.39,1248,74.0
17986,audi q3,12.75,2013,Dealer,147000,First Owner,Diesel,Automatic,15.73,1968,174.33
17987,maruti swift,4.21,2011,Individual,120000,First Owner,Diesel,Manual,19.3,1248,73.9
17988,skoda rapid,9.6,2018,Dealer,19000,First Owner,Diesel,Automatic,21.72,1498,108.6
17989,maruti celerio,4.68,2017,Dealer,17210,First Owner,Petrol,Automatic,23.1,998,67.04
17990,maruti alto,0.65,2006,Individual,100785,First Owner,Petrol,Manual,19.7,796,46.3
17991,honda city,0.7,1999,Individual,70000,First Owner,Petrol,Manual,13.0,1493,100.0
17992,honda brio,4.75,2015,Dealer,15000,First Owner,Petrol,Manual,19.4,1198,86.8
17993,audi s5,34.75,2015,Dealer,22000,First Owner,Petrol,Automatic,12.28,2995,328.5
17994,toyota innova,11.75,2015,Dealer,95000,First Owner,Diesel,Manual,12.8,2494,102.0
17995,tata safari,7.25,2014,Dealer,151037,First Owner,Diesel,Manual,14.0,2179,138.1
17996,toyota etios,3.75,2013,Dealer,65000,First Owner,Petrol,Manual,17.6,1496,88.73
17997,tata manza,1.5,2010,Individual,80000,First Owner,Diesel,Manual,21.12,1248,88.8
17998,renault kwid,3.7,2017,Individual,15000,First Owner,Petrol,Manual,23.01,999,67.0
17999,honda city,7.9,2017,Dealer,29000,First Owner,Petrol,Manual,17.4,1497,117.6
18000,hyundai verna,5.3,2011,Individual,110000,First Owner,Diesel,Manual,22.32,1582,126.3
18001,hyundai i20,6.85,2017,Dealer,11577,First Owner,Petrol,Manual,18.6,1197,81.83
18002,hyundai i20,4.3,2013,Trustmark Dealer,64321,First Owner,Petrol,Manual,18.5,1197,82.85
18003,tata hexa,14.5,2017,Individual,21000,First Owner,Diesel,Automatic,17.6,2179,153.86
18004,maruti celerio,4.15,2016,Dealer,67000,First Owner,Petrol,Automatic,23.1,998,67.04
18005,hyundai creta,10.9,2017,Dealer,25500,First Owner,Petrol,Automatic,13.0,1591,121.3
18006,chevrolet spark,1.45,2010,Dealer,8000,First Owner,Petrol,Manual,16.2,995,62.1
18007,maruti eeco,4.75,2018,Dealer,14917,First Owner,CNG,Manual,16.17,1196,61.7
18008,hyundai creta,11.0,2017,Individual,50000,First Owner,Petrol,Automatic,13.0,1591,121.3
18009,hyundai i20,6.75,2016,Individual,106000,First Owner,Diesel,Manual,21.19,1396,88.73
18010,renault koleos,11.0,2014,Individual,50000,First Owner,Diesel,Automatic,14.56,1995,170.6
18011,maruti alto,4.0,2020,Individual,5000,First Owner,Petrol,Manual,22.05,796,47.3
18012,maruti swift,6.5,2017,Dealer,11707,First Owner,Petrol,Manual,21.21,1197,81.8
18013,maruti alto,3.5,2018,Dealer,58000,First Owner,CNG,Manual,24.65,796,40.3
18014,volkswagen polo,7.45,2018,Dealer,7000,First Owner,Petrol,Manual,16.47,1198,74.0
18015,hyundai grand,4.2,2016,Dealer,45500,First Owner,Petrol,Manual,18.9,1197,82.0
18016,maruti swift,5.15,2018,Individual,70000,First Owner,Diesel,Manual,23.4,1248,74.0
18017,toyota etios,4.99,2015,Trustmark Dealer,38982,First Owner,Petrol,Manual,18.16,1197,78.8
18018,tata tiago,4.0,2017,Individual,30000,First Owner,Petrol,Manual,23.84,1199,84.0
18019,mahindra thar,7.95,2017,Dealer,42000,First Owner,Diesel,Manual,16.55,2498,105.0
18020,mahindra kuv100,5.0,2018,Individual,30000,First Owner,Diesel,Manual,25.32,1198,77.0
18021,maruti celerio,4.0,2017,Individual,60000,First Owner,Petrol,Manual,23.1,998,67.04
18022,mercedesbenz cclass,13.5,2011,Dealer,22800,First Owner,Petrol,Automatic,11.74,1796,186.0
18023,hyundai verna,3.75,2013,Individual,80000,First Owner,Petrol,Manual,17.01,1591,121.3
18024,toyota innova,13.0,2013,Individual,90000,First Owner,Diesel,Manual,12.99,2494,100.0
18025,ford figo,2.4,2012,Individual,80000,First Owner,Diesel,Manual,20.0,1399,68.0
18026,maruti alto,2.6,2015,Dealer,15200,First Owner,Petrol,Manual,22.74,796,47.3
18027,mahindra xuv500,12.65,2018,Dealer,29890,First Owner,Diesel,Manual,15.1,2179,152.87
18028,toyota innova,11.5,2015,Dealer,113000,First Owner,Diesel,Manual,12.99,2494,100.6
18029,mahindra kuv,5.51,2016,Dealer,57589,First Owner,Diesel,Manual,25.32,1198,77.0
18030,fiat linea,4.5,2015,Individual,21346,First Owner,Petrol,Manual,15.7,1368,112.4
18031,hyundai eon,3.5,2017,Individual,20000,First Owner,Petrol,Manual,21.1,814,55.2
18032,honda city,5.0,2014,Individual,35000,First Owner,Petrol,Manual,17.4,1497,117.3
18033,hyundai grand,4.75,2014,Dealer,35000,First Owner,Petrol,Manual,18.9,1197,82.0
18034,maruti baleno,6.5,2016,Individual,70000,First Owner,Diesel,Manual,27.39,1248,74.0
18035,hyundai creta,12.75,2018,Dealer,40000,First Owner,Diesel,Manual,19.67,1582,126.2
18036,maruti a,2.95,2009,Dealer,17000,First Owner,Petrol,Manual,19.0,998,66.1
18037,mahindra bolero,5.1,2013,Individual,120000,First Owner,Diesel,Manual,15.96,2523,62.1
18038,hyundai i10,2.55,2013,Dealer,80000,First Owner,Petrol,Manual,20.36,1197,78.9
18039,ford classic,3.5,2013,Individual,151500,First Owner,Diesel,Manual,19.68,1399,67.0
18040,audi a4,15.5,2013,Dealer,60000,First Owner,Diesel,Automatic,16.55,1968,147.51
18041,honda civic,3.2,2010,Dealer,77000,First Owner,Petrol,Manual,13.5,1799,130.0
18042,maruti alto,1.0,2006,Individual,80000,First Owner,Petrol,Manual,19.7,796,46.3
18043,maruti alto,2.7,2013,Individual,8333,First Owner,Petrol,Manual,20.92,998,67.1
18044,hyundai i20,4.51,2014,Dealer,46000,First Owner,Petrol,Manual,18.5,1197,82.9
18045,hyundai grand,4.25,2015,Dealer,35372,First Owner,Petrol,Manual,18.9,1197,81.86
18046,audi a6,17.99,2014,Dealer,52000,First Owner,Diesel,Automatic,17.68,1968,174.33
18047,toyota fortuner,12.5,2013,Dealer,100000,First Owner,Diesel,Manual,12.55,2982,168.5
18048,hyundai i10,2.35,2010,Individual,60000,First Owner,Petrol,Manual,20.36,1197,78.9
18049,nissan micra,2.8,2016,Individual,55000,First Owner,Petrol,Manual,19.49,1198,67.04
18050,hyundai i10,2.49,2011,Dealer,49000,First Owner,Petrol,Manual,20.36,1197,78.9
18051,honda city,5.5,2011,Individual,80000,First Owner,Petrol,Manual,17.0,1497,118.0
18052,maruti baleno,6.45,2018,Dealer,4000,First Owner,Petrol,Manual,21.4,1197,83.1
18053,mahindra xuv500,13.0,2017,Individual,80000,First Owner,Diesel,Automatic,16.0,2179,140.0
18054,honda city,3.85,2010,Dealer,106000,First Owner,Petrol,Automatic,16.8,1497,118.0
18055,hyundai creta,9.4,2018,Individual,12000,First Owner,Petrol,Manual,15.29,1591,121.3
18056,honda brv,8.5,2016,Individual,54750,First Owner,Petrol,Manual,15.4,1497,117.3
18057,renault captur,10.5,2019,Individual,15000,First Owner,Diesel,Manual,20.37,1461,108.45
18058,tata hexa,12.0,2018,Individual,20000,First Owner,Diesel,Manual,17.6,2179,153.86
18059,volkswagen vento,3.49,2011,Dealer,69988,First Owner,Diesel,Manual,20.54,1598,103.6
18060,hyundai eon,2.7,2014,Individual,10000,First Owner,Petrol,Manual,20.3,998,68.05
18061,maruti baleno,7.7,2019,Individual,15000,First Owner,Petrol,Automatic,21.4,1197,83.1
18062,bmw 5,41.75,2017,Dealer,12500,First Owner,Diesel,Automatic,22.48,1995,187.74
18063,maruti ertiga,10.75,2019,Dealer,8400,First Owner,Petrol,Manual,19.01,1462,103.26
18064,mahindra xuv500,8.75,2012,Individual,80000,First Owner,Diesel,Manual,15.1,2179,140.0
18065,hyundai i20,8.61,2019,Dealer,16000,First Owner,Diesel,Manual,22.54,1396,88.73
18066,maruti ciaz,7.45,2016,Individual,103000,First Owner,Diesel,Manual,28.09,1248,88.5
18067,toyota innova,17.5,2017,Dealer,47000,First Owner,Diesel,Manual,13.68,2393,147.51
18068,renault kwid,3.5,2017,Individual,18000,First Owner,Petrol,Manual,25.17,799,53.3
18069,jeep compass,15.99,2017,Dealer,44000,First Owner,Diesel,Manual,16.3,1956,170.0
18070,renault duster,6.0,2015,Individual,120000,First Owner,Diesel,Manual,20.45,1461,83.8
18071,toyota innova,9.5,2013,Dealer,106000,First Owner,Diesel,Manual,12.99,2494,100.6
18072,maruti swift,7.45,2017,Dealer,3700,First Owner,Petrol,Automatic,21.21,1197,81.8
18073,honda jazz,6.45,2016,Dealer,20040,First Owner,Petrol,Automatic,19.0,1199,88.7
18074,toyota innova,4.5,2007,Dealer,118000,First Owner,Diesel,Manual,12.8,2494,102.0
18075,tata hexa,13.3,2017,Individual,30000,First Owner,Diesel,Manual,17.6,2179,153.86
18076,toyota yaris,10.5,2018,Individual,25000,First Owner,Petrol,Manual,17.1,1496,105.5
18077,hyundai verna,2.6,2009,Dealer,74475,First Owner,Diesel,Manual,16.8,1493,110.0
18078,hyundai verna,8.85,2018,Dealer,28246,First Owner,Petrol,Manual,17.7,1497,113.42
18079,toyota etios,4.75,2014,Dealer,53000,First Owner,Petrol,Manual,17.71,1197,78.9
18080,mahindra scorpio,12.7,2017,Dealer,68500,First Owner,Diesel,Manual,15.4,2179,120.0
18081,honda city,6.6,2015,Dealer,85118,First Owner,Petrol,Automatic,18.0,1497,117.3
18082,mercedesbenz bclass,13.95,2013,Dealer,97500,First Owner,Petrol,Automatic,14.8,1595,120.69
18083,skoda octavia,21.75,2018,Dealer,29000,First Owner,Diesel,Automatic,19.5,1968,141.0
18084,maruti alto,3.88,2015,Dealer,16000,First Owner,Petrol,Automatic,23.95,998,67.05
18085,chevrolet sail,2.5,2012,Individual,120000,First Owner,Diesel,Manual,22.1,1248,76.9
18086,porsche boxster,35.0,2006,Dealer,27000,First Owner,Petrol,Automatic,8.6,2706,265.0
18087,honda city,8.7,2018,Dealer,20000,First Owner,Petrol,Manual,17.8,1498,119.35
18088,maruti wagon,2.4,2012,Individual,40000,First Owner,Petrol,Manual,18.9,998,67.1
18089,mahindra xuv500,12.4,2018,Dealer,29000,First Owner,Diesel,Manual,15.1,2179,152.87
18090,tata zest,4.5,2015,Dealer,77607,First Owner,Petrol,Manual,17.57,1193,88.7
18091,bmw 3,30.0,2017,Individual,20000,First Owner,Diesel,Automatic,22.69,1995,190.0
18092,maruti wagon,3.55,2012,Dealer,58700,First Owner,Petrol,Manual,21.79,998,67.05
18093,toyota fortuner,28.0,2017,Dealer,55000,First Owner,Diesel,Automatic,15.04,2755,174.5
18094,mahindra xuv500,6.75,2015,Individual,50000,First Owner,Diesel,Manual,15.1,2179,140.0
18095,bmw 3,34.0,2018,Dealer,70000,First Owner,Petrol,Automatic,15.34,1998,248.0
18096,maruti swift,3.8,2016,Individual,46000,First Owner,Petrol,Manual,20.4,1197,81.8
18097,skoda octavia,2.9,2009,Individual,200000,First Owner,Diesel,Manual,18.7,1896,66.0
18098,maruti alto,3.65,2020,Individual,7000,First Owner,Petrol,Manual,22.05,796,47.3
18099,hyundai getz,2.25,2008,Dealer,124790,First Owner,Diesel,Manual,17.1,1493,110.0
18100,tata nexon,7.9,2018,Dealer,69000,First Owner,Diesel,Manual,21.5,1497,108.5
18101,hyundai i20,6.85,2015,Dealer,94532,First Owner,Diesel,Manual,22.54,1396,88.73
18102,toyota fortuner,14.49,2014,Dealer,95000,First Owner,Diesel,Automatic,12.55,2982,168.5
18103,tata hexa,14.9,2018,Dealer,34000,First Owner,Diesel,Automatic,17.6,2179,153.86
18104,ford aspire,5.5,2016,Individual,111000,First Owner,Diesel,Manual,25.83,1498,99.0
18105,bmw 5,21.5,2014,Dealer,70400,First Owner,Diesel,Automatic,18.84,1995,184.0
18106,maruti alto,3.0,2018,Individual,25000,First Owner,Petrol,Manual,24.7,796,47.3
18107,maruti swift,4.5,2016,Individual,30000,First Owner,Petrol,Manual,21.21,1197,81.8
18108,ford ecosport,7.95,2015,Dealer,52000,First Owner,Diesel,Manual,22.77,1498,98.59
18109,mahindra xuv500,11.75,2016,Dealer,99000,First Owner,Diesel,Automatic,16.0,2179,140.0
18110,maruti wagon,2.3,2012,Individual,50000,First Owner,Petrol,Manual,18.9,998,67.1
18111,maruti ritz,3.4,2012,Dealer,85454,First Owner,Petrol,Manual,21.1,1197,85.8
18112,ford figo,3.15,2012,Dealer,32000,First Owner,Petrol,Manual,15.6,1196,70.02
18113,maruti swift,4.0,2014,Individual,70000,First Owner,Diesel,Manual,25.2,1248,74.0
18114,maruti alto,2.1,2013,Individual,60000,First Owner,Petrol,Manual,20.92,998,67.1
18115,hyundai eon,1.38,2012,Individual,120000,First Owner,Petrol,Manual,21.1,814,55.2
18116,maruti ignis,4.65,2017,Dealer,35318,First Owner,Petrol,Manual,20.89,1197,81.8
18117,mahindra xylo,4.5,2010,Individual,110000,First Owner,Diesel,Manual,14.0,2498,112.0
18118,toyota innova,17.45,2017,Dealer,47000,First Owner,Diesel,Automatic,11.36,2755,171.5
18119,maruti swift,6.35,2015,Dealer,47529,First Owner,Petrol,Manual,21.21,1197,81.8
18120,maruti eeco,3.75,2015,Dealer,49000,First Owner,CNG,Manual,11.13,1196,73.0
18121,honda city,4.95,2013,Dealer,56000,First Owner,Petrol,Manual,16.8,1497,116.4
18122,tata tigor,7.4,2019,Individual,5000,First Owner,Petrol,Manual,20.3,1199,83.81
18123,toyota innova,14.45,2017,Dealer,61000,First Owner,Diesel,Automatic,11.36,2755,171.5
18124,hyundai verna,8.75,2016,Dealer,52000,First Owner,Diesel,Manual,23.9,1582,126.32
18125,maruti wagon,2.7,2013,Dealer,67370,First Owner,CNG,Manual,19.6,998,58.16
18126,maruti wagon,3.5,2014,Individual,65000,First Owner,Petrol,Manual,20.51,998,67.04
18127,chevrolet beat,3.0,2017,Individual,53000,First Owner,Diesel,Manual,25.44,936,56.3
18128,honda city,8.75,2017,Dealer,27000,First Owner,Petrol,Manual,17.8,1497,117.3
18129,maruti swift,5.1,2012,Dealer,52000,First Owner,Diesel,Manual,19.3,1248,73.9
18130,maruti ritz,3.0,2014,Individual,75000,First Owner,Diesel,Manual,23.2,1248,73.94
18131,chevrolet sail,3.6,2016,Individual,60000,First Owner,Petrol,Manual,18.2,1199,82.5
18132,hyundai creta,8.8,2016,Individual,60000,First Owner,Diesel,Manual,19.67,1582,126.2
18133,hyundai xcent,4.35,2014,Dealer,49000,First Owner,Petrol,Manual,19.1,1197,82.0
18134,mercedesbenz glclass,31.0,2013,Dealer,51000,First Owner,Diesel,Automatic,12.0,2987,221.3
18135,maruti wagon,3.0,2012,Individual,35000,First Owner,Petrol,Manual,18.9,998,67.1
18136,maruti ciaz,7.95,2017,Dealer,70000,First Owner,Diesel,Manual,28.09,1248,88.5
18137,volkswagen polo,5.6,2015,Dealer,60942,First Owner,Diesel,Manual,20.14,1498,88.0
18138,hyundai creta,9.45,2016,Dealer,46432,First Owner,Petrol,Manual,15.8,1591,121.3
18139,hyundai venue,11.0,2019,Individual,6500,First Owner,Petrol,Automatic,18.15,998,118.35
18140,hyundai verna,11.25,2018,Dealer,16000,First Owner,Petrol,Automatic,17.0,1591,121.3
18141,mahindra scorpio,5.25,2013,Individual,54000,First Owner,Diesel,Manual,14.0,2523,75.0
18142,hyundai creta,11.15,2016,Individual,108000,First Owner,Diesel,Manual,19.67,1582,126.2
18143,hyundai i10,3.15,2012,Dealer,49000,First Owner,Petrol,Automatic,16.95,1197,78.9
18144,maruti swift,6.75,2018,Dealer,26000,First Owner,Petrol,Automatic,22.0,1197,81.8
18145,hyundai eon,3.35,2014,Dealer,37000,First Owner,Petrol,Manual,21.1,814,55.2
18146,tata nexon,6.5,2017,Individual,20000,First Owner,Petrol,Manual,17.0,1198,108.5
18147,hyundai verna,6.19,2012,Dealer,58000,First Owner,Diesel,Manual,22.32,1582,126.32
18148,ford endeavour,31.5,2018,Dealer,49000,First Owner,Diesel,Automatic,10.91,3198,197.0
18149,maruti baleno,6.5,2017,Individual,60000,First Owner,Petrol,Manual,21.1,998,100.5
18150,maruti swift,3.85,2015,Individual,120000,First Owner,Petrol,Manual,20.85,1197,83.14
18151,tata indica,1.25,2010,Individual,193000,First Owner,Diesel,Manual,18.0,1248,75.0
18152,mercedesbenz cclass,25.0,2016,Individual,25000,First Owner,Diesel,Automatic,19.27,2143,170.0
18153,skoda laura,6.0,2010,Individual,110000,First Owner,Diesel,Automatic,17.0,1896,105.0
18154,hyundai santa,12.4,2014,Dealer,72000,First Owner,Diesel,Manual,14.66,2199,194.3
18155,mahindra xuv500,7.75,2012,Dealer,74000,First Owner,Diesel,Manual,15.1,2179,140.0
18156,toyota etios,3.25,2011,Dealer,66000,First Owner,Petrol,Manual,16.78,1496,88.73
